Title,Year,Revenue,Rating,Critics ratings,Season,budget,genres,cast_popularity,critics_missing,log_revenue,log_budget,revenue_class
Fly Me to the Saitama,2019,32802347,6.5,55.0,winter,0.0,Comedy,1.0415169658301628,1,17.306010656158115,0.0,Low
UglyDolls,2019,32450241,5.2,39.0,spring,45000000.0,"Animation, Music, Family, Comedy",0.8490906048061123,0,17.295218458713684,17.622173069956816,Low
Stuber,2019,32390945,6.2,42.0,summer,16000000.0,"Action, Comedy",0.5694087201736896,0,17.29338949726624,16.588099342704055,Low
Hit Me Anyone One More Time!,2019,32333512,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,17.29161480448514,15.86963441986494,Low
Somewhere Winter,2019,32218990,6.5,55.0,fall,0.0,"Drama, Romance",0.8170231663481989,1,17.288066619269923,0.0,Low
The Kid Who Would Be King,2019,32140970,6.1,66.0,winter,59000000.0,"Action, Adventure, Fantasy, Family",1.107153083223962,0,17.285642129391643,17.893048018819147,Low
Two Tigers,2019,32001580,6.5,55.0,fall,0.0,"Comedy, Drama",3.4270353317797726,1,17.281295865793552,0.0,Low
Anna,2019,31626978,6.7,40.0,summer,0.0,Drama,2.4451252723311545,0,17.269521080129195,0.0,Low
My Dear Liar,2019,31177968,6.3,55.0,fall,0.0,Drama,1.9249966183848615,1,17.255222281563423,0.0,Low
The Wild Goose Lake,2019,31064835,6.7,76.0,spring,0.0,"Crime, Drama, Thriller",0.48948818292181856,0,17.251587062212817,0.0,Low
My Hero Academia: Heroes Rising,2019,29971229,7.8,70.0,winter,0.0,"Animation, Action, Fantasy, Adventure",0.38221800052734944,0,17.215748479491726,0.0,Low
Fall In Love At First Kiss,2019,29206238,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,17.189892908799088,15.86963441986494,Low
Gully Boy,2019,28299498,7.9,65.0,winter,5782853.0,"Drama, Music",0.7559622069490386,0,17.15835465927655,15.570407890409763,Low
T-34,2019,28125635,6.8,55.0,winter,8000000.0,"Action, Drama, History, War",0.3077029588583853,1,17.152192031566514,15.894952224644102,Low
Kim Ji-young: Born 1982,2019,27696393,7.3,55.0,fall,0.0,Drama,0.928099088072891,1,17.136812782177934,0.0,Low
Pokémon: Mewtwo Strikes Back - Evolution,2019,27347118,5.7,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,17.124121743075396,15.86963441986494,Low
Almost a Comedy,2019,26990962,6.5,55.0,winter,0.0,"Romance, Comedy",1.2997959372631886,1,17.111012664239112,0.0,Low
Total Dhamaal,2019,26911995,4.3,55.0,winter,0.0,"Comedy, Adventure",1.0550716236386213,1,17.10808269312222,0.0,Low
Missing Link,2019,26565710,6.7,68.0,spring,100000000.0,"Family, Animation, Comedy, Adventure, Action",1.2081191268045806,0,17.095131882048825,18.420680753952364,Low
No Manches Frida 2,2019,26493648,4.3,55.0,spring,7800000.0,Comedy,0.7823286698178114,1,17.092415601855954,15.86963441986494,Low
The Confidence Man JP,2019,26228317,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,17.0823502247393,15.86963441986494,Low
The Confidence Man JP: The Movie,2019,25958189,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,17.071997724719196,15.86963441986494,Low
"The Gangster, the Cop, the Devil",2019,25775371,7.0,65.0,summer,6500000.0,"Action, Crime, Thriller",1.071553278970865,0,17.064930020352868,15.687312888712007,Low
Bodies at Rest,2019,25293853,5.6,55.0,summer,0.0,"Action, Crime, Mystery, Thriller",0.6178101297082038,1,17.04607199928553,0.0,Low
Booksmart,2019,24959607,7.1,84.0,spring,6000000.0,Comedy,0.794068935716733,0,17.03276939621397,15.607270193858982,Low
Super 30,2019,24701637,7.9,55.0,summer,0.0,Drama,0.8534304720268493,1,17.022380115188884,0.0,Low
Skyfire,2019,24444590,5.3,52.0,winter,0.0,"Action, Adventure",0.40128186676877103,0,17.01191952241699,0.0,Low
Start-Up,2019,24106579,6.5,55.0,winter,0.0,"Drama, Action, Comedy",1.036928400190619,1,16.99799539024088,0.0,Low
Pinocchio,2019,23841090,6.3,65.0,winter,12400000.0,"Drama, Family, Fantasy",0.4194974933409527,0,16.98692116253713,16.333207111220425,Low
A Rainy Day in New York,2019,23805899,6.4,38.0,summer,25000000.0,"Comedy, Romance",0.8497457871537397,0,16.985444007079447,17.034386422832473,Low
The Peanut Butter Falcon,2019,23712097,7.6,70.0,summer,6200000.0,"Adventure, Comedy, Drama",0.8897824744128879,0,16.981495939997885,15.64006001130563,Low
Little White Lies 2,2019,23623665,6.5,55.0,spring,0.0,"Comedy, Drama, Family, Romance",1.0046884294916563,1,16.977759564141373,0.0,Low
Ossan's Love: Love or Dead,2019,23422744,6.5,55.0,summer,23422744.0,"Romance, Drama, Comedy",1.184018606804672,1,16.969218116780524,16.969218116780524,Low
Only Cloud Knows,2019,23414998,6.5,55.0,winter,0.0,"Romance, Drama",2.0615130201142606,1,16.96888735789211,0.0,Low
Dark Waters,2019,23108017,7.6,73.0,fall,20000000.0,"Drama, Thriller",0.31133829016694053,0,16.955690214834004,16.811242881518265,Low
The Farewell,2019,23076657,7.5,89.0,summer,250300.0,"Comedy, Drama",0.40280617936922775,0,16.9543321884263,12.430419472617638,Low
The Knight of Shadows: Between Yin and Yang,2019,22936257,5.0,55.0,winter,0.0,"Action, Adventure, Family, Fantasy, Romance",0.7644701904957976,1,16.94822953517409,0.0,Low
Black and Blue,2019,22741061,6.4,54.0,fall,12000000.0,"Action, Thriller, Crime",0.620918812235072,0,16.939682747043133,16.300417291085605,Low
Late Night,2019,22386555,6.5,70.0,summer,4000000.0,"Comedy, Drama",1.1978043736659483,0,16.923971158074583,15.201805169084134,Low
Unplanned,2019,21585326,5.5,10.0,spring,6000000.0,Drama,0.194426084665155,0,16.887524336266274,15.607270193858982,Low
Crazy Romance,2019,21386368,6.2,55.0,fall,0.0,"Romance, Comedy",0.8716201833416696,1,16.878264314428385,0.0,Low
Shaft,2019,21360215,6.4,40.0,summer,30000000.0,"Action, Crime, Comedy, Mystery",0.7607819685906723,0,16.87704068436469,17.216707972959764,Low
Hotel Mumbai,2019,21314816,7.6,62.0,spring,25000000.0,"Thriller, History, Drama, Action",0.47460104586429464,0,16.874913022641426,17.034386422832473,Low
Integrity,2019,21290004,6.5,55.0,winter,0.0,"Crime, Drama, Mystery",0.9210066677230779,1,16.873748271721677,0.0,Low
The Secret Mission,2019,21083522,6.5,55.0,unknown,7800000.0,Comedy,0.7823286698178114,1,16.86400239291076,15.86963441986494,Low
This Is Tomas,2019,20084169,6.5,55.0,summer,0.0,"Comedy, Drama",0.6696294040887343,1,16.815442500550223,0.0,Low
The Specials,2019,19363826,7.4,55.0,fall,0.0,"Comedy, Drama",0.3634897979914571,1,16.77891729589729,0.0,Low
Always Miss You,2019,19015465,3.8,55.0,spring,0.0,"Romance, Comedy, Drama",2.321800986508985,1,16.76076320601239,0.0,Low
An Officer and a Spy,2019,18899214,7.2,60.0,fall,25300000.0,"History, Drama, Thriller",0.28764613336478634,0,16.75463094477576,17.04631499322344,Low
Kureyon Shinchan: Shinkon Ryoko Hariken Ushinawareta Hiroshi,2019,18738951,6.4,55.0,unknown,0.0,Comedy,0.6610730373036245,1,16.746114910051773,0.0,Low
Greta,2019,18653107,6.2,55.0,spring,0.0,Drama,0.40089811455421404,1,16.741523338963297,0.0,Low
Avengers: Infinity War,2018,2048359754,8.4,68.0,spring,300000000.0,"Adventure, Action, Science Fiction",1.9221522277865577,0,21.44030519031807,19.519293035953808,High
Black Panther,2018,1346913161,7.3,88.0,winter,200000000.0,"Action, Adventure, Science Fiction",0.6941695655857029,0,21.021081264590492,19.11382792951231,High
Jurassic World: Fallen Kingdom,2018,1308467944,6.1,51.0,summer,170000000.0,"Action, Adventure, Science Fiction, Thriller",1.2216164663319014,0,20.992122782118166,18.951309000896888,High
Incredibles 2,2018,1242805359,7.5,80.0,summer,200000000.0,"Action, Adventure, Animation, Family",1.1629600999714338,0,20.940637048315836,19.11382792951231,High
Aquaman,2018,1151961807,6.8,55.0,winter,160000000.0,"Action, Adventure, Fantasy",0.9508411412446973,0,20.864732245892768,18.8906843794481,High
Bohemian Rhapsody,2018,903655259,7.9,49.0,fall,52000000.0,"Music, Drama",0.26096568090414546,0,20.621958496066693,17.76675429577647,High
Venom,2018,856085151,6.6,35.0,fall,116000000.0,"Science Fiction, Action",0.7978643431684259,0,20.567880405794057,18.569100757691327,High
Mission: Impossible - Fallout,2018,791115104,7.7,87.0,summer,178000000.0,"Action, Adventure",0.8071712868536082,0,20.48895403347639,18.997294113874336,High
Deadpool 2,2018,734546611,7.6,66.0,spring,110000000.0,"Action, Comedy, Adventure",1.0834424340275337,0,20.414764012422378,18.5159909328476,High
Fantastic Beasts: The Crimes of Grindelwald,2018,655755901,6.5,52.0,fall,200000000.0,"Fantasy, Adventure",0.5011716822752388,0,20.301299177051998,19.11382792951231,High
Ant-Man and the Wasp,2018,622674139,7.0,70.0,summer,140000000.0,"Action, Adventure, Science Fiction",0.821824439751157,0,20.249533890154254,18.757152987716434,High
Ready Player One,2018,583490172,7.4,64.0,spring,175000000.0,"Adventure, Action, Science Fiction",0.4796875423950131,0,20.1845381680752,18.980296537602072,High
Operation Red Sea,2018,579330426,6.6,58.0,winter,70000000.0,"Action, Thriller, War, Adventure",0.8800222222201519,1,20.177383558423074,18.064005814299346,High
Detective Chinatown 2,2018,544185156,6.1,48.0,winter,63000000.0,"Comedy, Mystery",0.8946516757954724,0,20.11480010904252,17.958645300228824,High
Ralph Breaks the Internet,2018,529323962,7.0,71.0,fall,175000000.0,"Animation, Family, Adventure, Science Fiction, Comedy, Action",1.1628118538563947,0,20.087111208805503,18.980296537602072,High
The Meg,2018,529243742,5.7,46.0,summer,150000000.0,"Action, Science Fiction, Horror",0.8494365164476746,0,20.08695964551919,18.826145858727198,High
Hotel Transylvania 3: Summer Vacation,2018,528583774,6.3,54.0,summer,80000000.0,"Animation, Comedy, Family, Fantasy",1.5279103968566619,0,20.085711865376588,18.197537205138154,High
The Grinch,2018,512715682,6.4,51.0,fall,75000000.0,"Family, Comedy, Animation, Fantasy",1.5207381210513664,0,20.055232025324518,18.132998684833918,High
Bumblebee,2018,467989645,6.7,66.0,winter,135000000.0,"Action, Adventure, Science Fiction",0.715306066112472,0,19.963956729705558,18.72078534381011,High
Dying to Survive,2018,451176639,7.8,63.0,summer,0.0,"Drama, Comedy",0.3178594137584597,0,19.927369483758206,0.0,High
A Star Is Born,2018,436388866,7.6,88.0,fall,36000000.0,"Music, Drama, Romance",0.5282227241028921,0,19.894044300598697,17.399029524198163,High
Rampage,2018,428128233,6.1,45.0,spring,120000000.0,"Action, Adventure, Science Fiction",0.8507663454514736,0,19.874933320820848,18.603002309079653,High
Mamma Mia! Here We Go Again,2018,395044706,6.6,60.0,summer,75000000.0,"Comedy, Romance",0.26643080464773683,0,19.794509498739245,18.132998684833918,High
Solo: A Star Wars Story,2018,392924807,6.9,62.0,spring,250000000.0,"Science Fiction, Adventure, Action",0.4790037881495022,0,19.789128823283676,19.33697147982652,High
Spider-Man: Into the Spider-Verse,2018,375582637,8.4,87.0,winter,90000000.0,"Animation, Action, Adventure, Science Fiction",1.0500098849731698,0,19.74398907952285,18.31532023940565,High
Fifty Shades Freed,2018,371985018,4.6,31.0,winter,55000000.0,"Drama, Romance",0.6030325939827156,0,19.734364139921126,17.822843761378564,High
Hello Mr. Billionaire,2018,366961907,6.2,58.0,summer,0.0,Comedy,1.207944330910691,1,19.720768607716455,0.0,High
The Nun,2018,366050119,5.4,46.0,fall,22000000.0,Horror,0.6003773263211851,0,19.71828082188094,16.906553056777135,High
Monster Hunt 2,2018,361682618,5.4,63.0,winter,0.0,"Adventure, Comedy, Fantasy",1.9281966569669164,0,19.706277642132104,0.0,High
Peter Rabbit,2018,351266433,6.6,51.0,winter,50000000.0,"Animation, Adventure, Family",0.8373784636326723,0,19.677055564706354,17.72753358339242,High
Mary Poppins Returns,2018,349537494,6.6,66.0,winter,130000000.0,"Fantasy, Family, Comedy",0.7148482176399005,0,19.672121395715042,18.683045016112164,High
A Quiet Place,2018,340939361,7.5,82.0,spring,17000000.0,"Horror, Drama, Science Fiction",2.8706782889241658,0,19.6472151953883,16.648723960844016,High
Green Book,2018,321752656,8.2,69.0,fall,23000000.0,"Drama, Comedy, History",0.5456928568481011,0,19.58929366237067,16.951004817371683,High
Skyscraper,2018,304868961,5.8,51.0,summer,125000000.0,"Action, Thriller, Adventure",0.5405559534403505,0,19.535392609466193,18.643824303266577,High
Ocean's Eight,2018,297718711,6.3,61.0,summer,70000000.0,"Crime, Comedy, Action",0.45281711593092766,0,19.51165967923408,18.064005814299346,High
Pacific Rim: Uprising,2018,290930148,5.6,44.0,spring,150000000.0,"Action, Fantasy, Science Fiction, Adventure",0.6667881479264381,0,19.488593758521397,18.826145858727198,High
Maze Runner: The Death Cure,2018,288175335,6.3,50.0,winter,62000000.0,"Science Fiction, Action, Adventure, Thriller",0.7920800247938197,0,19.479079658408857,17.9426449591384,High
Tomb Raider,2018,274950803,6.3,48.0,spring,94000000.0,"Action, Adventure, Fantasy",0.783026965868269,0,19.432102745081853,18.358805350872576,High
Halloween,2018,255485178,6.5,67.0,fall,10000000.0,"Horror, Thriller",0.46534332752258784,0,19.358674958097726,16.118095750958314,High
Crazy Rich Asians,2018,239032921,6.9,74.0,summer,30000000.0,"Comedy, Romance",0.44015928831645623,0,19.292111849363245,17.216707972959764,High
Smallfoot,2018,217940103,6.6,60.0,fall,80000000.0,"Family, Comedy, Adventure, Animation, Fantasy",1.529984965695486,0,19.199730830708457,18.197537205138154,High
Creed II,2018,214215889,7.1,66.0,fall,50000000.0,"Drama, Action",0.4372777749428159,0,19.182494896233035,17.72753358339242,High
Us and Them,2018,209221380,7.4,58.0,spring,0.0,"Drama, Romance",2.579963494612057,1,19.158903488565493,0.0,High
The Island,2018,198326350,6.2,61.0,summer,0.0,Comedy,0.7982584496190753,0,19.105424469180065,0.0,High
Christopher Robin,2018,197744377,7.2,60.0,summer,75000000.0,"Adventure, Comedy, Family, Fantasy",0.6260409744439217,0,19.10248573437225,18.132998684833918,High
The Equalizer 2,2018,190400157,6.7,50.0,summer,62000000.0,"Action, Thriller, Crime",0.4544090122417323,0,19.064638510153127,17.9426449591384,High
Project Gutenberg,2018,188116796,6.8,58.0,fall,38272500.0,"Action, Crime, Mystery",1.2998123085181095,1,19.052573588530024,17.460242206716796,High
The Mule,2018,174804407,7.0,58.0,winter,50000000.0,"Crime, Drama",0.6260305951679139,0,18.97917823825906,17.72753358339242,High
The Nutcracker and the Four Realms,2018,173961069,5.6,39.0,fall,120000000.0,"Family, Fantasy, Adventure",1.0080798201486334,0,18.974342096514068,18.603002309079653,High
Insidious: The Last Key,2018,167885588,5.7,49.0,winter,10000000.0,"Horror, Thriller",1.129030104402432,0,18.938793287512393,16.118095750958314,High
The Predator,2018,160542134,5.3,48.0,fall,88000000.0,"Science Fiction, Action, Thriller",0.7602709093546007,0,18.8940669894456,18.292847383806116,High
Johnny English Strikes Again,2018,158970776,6.2,39.0,fall,25000000.0,"Action, Adventure, Comedy",0.5364353029500313,0,18.884230950839772,17.034386422832473,High
Red Sparrow,2018,151572634,6.6,53.0,spring,69000000.0,"Thriller, Mystery",0.9179302939119385,0,18.836575506963463,18.049617077054286,High
More Than Blue,2018,142958164,6.2,52.0,spring,0.0,"Romance, Drama",0.7609970021066278,1,18.778062592974813,0.0,High
The First Purge,2018,137056262,5.2,54.0,summer,13000000.0,"Action, Horror, Thriller",0.23790230302323365,0,18.735902078319047,16.380459992348886,High
How Long Will I Love U,2018,136796719,6.4,52.0,spring,0.0,"Comedy, Romance, Drama, Mystery, Fantasy",2.25322509128361,1,18.734006586257095,0.0,High
A Wrinkle in Time,2018,132675864,4.3,53.0,spring,103000000.0,"Adventure, Science Fiction, Family, Fantasy",0.6865849414641982,0,18.703419606347953,18.450239555902648,High
The House with a Clock in Its Walls,2018,131457147,6.1,57.0,fall,42000000.0,"Comedy, Fantasy, Family, Horror, Mystery",1.0302964842722608,0,18.69419148575226,17.553180200057167,High
Instant Family,2018,120556201,7.3,57.0,fall,48000000.0,"Comedy, Drama",0.7655951881537624,0,18.60762660880022,17.6867115897055,High
A Cool Fish,2018,118153135,6.9,52.0,fall,0.0,"Comedy, Thriller, Crime",2.2558973413497396,1,18.587492103775624,0.0,High
Game Night,2018,117679066,6.9,66.0,winter,37000000.0,"Mystery, Comedy, Crime",0.9281931432203873,0,18.583471705945946,17.426428497635523,High
Dragon Ball Super: Broly,2018,115750445,7.7,59.0,winter,1000000.0,"Action, Science Fiction, Animation",1.23220455144957,0,18.566947104054943,13.815511557963774,High
The Monkey King 3,2018,115084576,5.5,51.0,winter,87000000.0,"Adventure, Fantasy, Action, Family",1.171295701812835,0,18.561177868189013,18.28141868811311,High
First Man,2018,105697415,7.3,84.0,fall,70000000.0,"History, Drama",0.5251426271279629,0,18.476091003994814,18.064005814299346,High
Book Club,2018,104438188,6.1,53.0,spring,10000000.0,"Romance, Comedy, Drama",0.6197101758734443,0,18.464105961545282,16.118095750958314,High
Night School,2018,103105878,5.6,43.0,fall,29000000.0,Comedy,0.7560189520085977,0,18.451266969669916,17.182806422433504,High
Detective Conan: Zero the Enforcer,2018,101860359,6.4,52.0,unknown,30000000.0,Comedy,0.7696914405427404,1,18.4391134136772,17.216707972959764,High
Along With the Gods: The Last 49 Days,2018,97963806,7.1,52.0,summer,30000000.0,Comedy,0.7696914405427404,1,18.400108652094247,17.216707972959764,High
A Simple Favor,2018,97644617,6.7,67.0,fall,20000000.0,"Thriller, Comedy, Mystery",0.42510714579335496,0,18.39684509856069,16.811242881518265,High
Alpha,2018,97254328,6.6,63.0,summer,51000000.0,"Adventure, Drama",0.645323534570581,0,18.39284005361092,17.747336210296442,High
Boonie Bears: The Big Shrink,2018,96845907,6.4,52.0,winter,0.0,"Animation, Comedy, Adventure, Science Fiction",3.56013986013986,1,18.388631696021225,0.0,High
The Favourite,2018,95918706,7.5,91.0,fall,15000000.0,"History, Comedy, Drama",0.4535085310155008,0,18.37901158860936,16.52356082573315,High
Truth or Dare,2018,95330493,5.3,35.0,spring,3500000.0,"Thriller, Horror",0.3566164437024763,0,18.372860296455706,15.068273812173887,High
Kill Mobile,2018,94870905,6.4,52.0,winter,0.0,"Drama, Comedy",2.180278965406294,1,18.368027641233862,0.0,High
I Feel Pretty,2018,94539426,5.7,48.0,spring,32000000.0,"Comedy, Romance",0.32506582545724594,0,18.364527522384407,17.281246492014,High
Blockers,2018,94017294,6.2,69.0,spring,21000000.0,Comedy,0.6720900829178387,0,18.358989312672012,16.860033043306743,High
BlacKkKlansman,2018,93400823,7.5,83.0,summer,15000000.0,"Crime, Comedy, Drama, History",0.741000981303793,0,18.352410725429962,16.52356082573315,High
Goosebumps 2: Haunted Halloween,2018,93320380,5.6,53.0,fall,35000000.0,"Comedy, Fantasy, Horror, Family",0.4301147722182939,0,18.351549087835274,17.370858648025116,High
Shadow,2018,91708374,7.0,81.0,spring,44005000.0,"Action, War",2.8672018720040655,0,18.334124263481623,17.59981384451474,High
Overboard,2018,91244913,6.0,42.0,spring,12000000.0,"Romance, Comedy",0.4225148259222466,0,18.32905781188721,16.300417291085605,High
Sherlock Gnomes,2018,90497778,5.3,36.0,spring,59000000.0,"Animation, Family, Fantasy, Comedy, Adventure, Mystery",2.1925012458007056,0,18.320835866932544,17.893048018819147,High
Detective Dee: The Four Heavenly Kings,2018,90040771,6.3,58.0,summer,0.0,"Action, Fantasy, Adventure, Mystery",1.3421304941837737,0,18.315773147933175,0.0,High
"Hello, Mrs. Money",2018,86874070,6.4,52.0,fall,0.0,Comedy,1.450638161393342,1,18.279970168266875,0.0,High
